City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,Homer,59.6425,-151.5483,-3.07,91,20,1.54,US,1707099897
334,Cumaral,4.2708,-73.4867,22.76,91,100,0.66,CO,1707100094
335,Pacific Grove,36.6177,-121.9166,13.82,85,100,7.2,US,1707100094
336,Kimbe,-5.5502,150.1429,29.32,77,99,2.44,PG,1707100094
337,San Mariano,7.5,126.0,26.33,78,28,2.7,PH,1707100094
338,Torghay,49.6339,63.4981,0.54,98,100,8.32,KZ,1707099831
339,Thinadhoo,0.5333,72.9333,28.13,76,19,6.51,MV,1707099822
340,Taoudenni,22.6783,-3.9836,15.27,26,51,5.6,ML,1707100095
341,Vesele,47.0148,34.915,2.97,83,17,5.67,UA,1707100095
342,Jiangkou,25.4872,119.1986,16.19,79,10,5.04,CN,1707100095
343,Yelizovo,53.1873,158.3805,-5.92,45,75,3.13,RU,1707100095
344,Silvi,42.5456,14.122,13.7,78,8,1.54,IT,1707100095
345,Bathsheba,13.2167,-59.5167,26.34,83,20,5.14,BB,1707099819
346,Minot Air Force Base,48.4209,-101.3391,3.1,93,100,5.14,US,1707099836
347,Itoman,26.1247,127.6694,20.43,88,75,10.8,JP,1707100096
348,Berghem,51.7699,5.5683,11.17,84,100,7.2,NL,1707100096
349,Kaura Namoda,12.5898,6.5779,18.38,17,26,6.77,NG,1707100096
